vn_id,source_id,locator,data_class_as_extracted,dc_id,mapping,status,scope,confidence,availability_as_extracted,latency_as_extracted,notes
EV-VN-S040-0235,VKM-SRC-040,"p104 [refs [55],[16],[56]]",shaft-lining geophysical diagnostics (model + SKRU-3 shaft),DC23,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,закрытые отчеты НИР (Галургия) + открытая статья 2016 + диссертация 2017,"первичные данные в отчетах НИР, доступ ограничен",
EV-VN-S040-0250,VKM-SRC-040,p105 [§3 опытные работы в стволе №3 СКРУ-3 (pp.104-110)],GPR + ultrasonic tomography survey of shaft lining,DC23,keyword rule on data_class,FACT,SKRU3,HIGH,only via dissertation/publications; operational reports to mine not described,~2 years to dissertation,
EV-VN-S040-0278,VKM-SRC-040,p119 [§4.2],"GPR survey (in-mine, pillars/interlayers) - EM velocity & penetration",DC23,explicit (cited in DC row),FACT,SKRU3,MEDIUM,through publications/dissertation; raw radargrams not published,~1 yr from campaign to dissertation,
EV-VN-S040-0316,VKM-SRC-040,p130 [§4.3],mine survey of workings (pillar dimensions) used as ground truth for GPR,DC14,manual override (reviewed),FACT,SKRU3,MEDIUM,mine plans held by mine survey service of SKRU-3 (PJSC Uralkali); not published,,
EV-VN-S040-0344,VKM-SRC-040,p136 [§4.5],GPR survey of pillars as observation of pillar-damage state,DC23,explicit (cited in DC row),FACT,SKRU3,MEDIUM,"single snapshot, no time series; proposed as future operational monitoring",pillar age at survey 0-5 years,
EV-VN-S040-0356,VKM-SRC-040,p140 [§5.2],"pillar/massif state monitoring at Uralkali mines (visual inspection, surface benchmark lines, local stress-strain sensors)",DC24,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,internal to mine services; qualitative,,
EV-VN-S040-0372,VKM-SRC-040,p144 [§5.4],"backfill record (mass/volume, fill degree of chambers)",DC16,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,for older backfill (before ~2002) fill degree essentially unknown -> must be estimated (GPR proposed),legacy gap for pre-~2002 backfill,'~2002' is reader's reading of 'не более 15 лет тому назад' relative to 2017.
EV-VN-S040-0382,VKM-SRC-040,p147 [Заключение п.4],GPR survey of backfill completeness,DC23,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,internal Uralkali; possibly in later publications,,
EV-VN-S040-0445,VKM-SRC-040,p154 [Список литературы [47]-[57]],"unpublished R&D reports (фондовая литература): shaft acoustic monitoring (ГИ УрО РАН 2009-2012), shaft GPR (Уралкалий 2004), shaft lining surveys (ОАО «Галургия» 2009-2015), reserves TEO (2006)",DC30,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,restricted (fund archives of Uralkali/Galurgia/GI UrO RAN),,
EV-VN-S041-0018,VKM-SRC-041,p2 [§методика],lab GPR velocity/permittivity on sylvinite blocks,DC23,keyword rule on data_class,FACT,SKRU3,HIGH,published summary table (8 measurements),,
