row_id,row_kind,mine_as_printed,mine_scope,spatial_entity_ids,object,panel_block,seam,depth_m_as_printed,depth_or_horizon_as_printed,period_as_printed,chamber_width_m,pillar_width_m,chamber_height_m,chamber_length_m,axis_spacing_m,extraction_ratio_as_printed,loading_degree_C,panel_width_m,panel_length_m,block_width_m,block_length_m,interseam_thickness_m,protective_layer_m,seam_thickness_as_printed,mining_system,seam_sequence_order,backfill_as_printed,rule_text,other_parameters_as_printed,design_actual_label,label_basis,visual_recheck,conflict_ids,skru1_relevance,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
MGEO-0031,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),II СПВ -143 (printed 'СПВ' = СВП on figures),Вс,,,year_mined=1974,,,,,,"0,48",,,,,,,,"m_o_extracted_thickness_m=5,9",,,"backfill_influence_p=0,590",,"{""forecast_subsidence_2020_mm"": ""868 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0265,EV-MIN-0032;EV-MIN-0033;EV-MIN-0034;EV-MIN-0035,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0032,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),II СПВ -143 (printed 'СПВ' = СВП on figures),АБ,,,year_mined=1974,,,,,,"0,48",,,,,,,,"m_o_extracted_thickness_m=4,3",,,"backfill_influence_p=0,524",,"{""forecast_subsidence_2020_mm"": ""868 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0266,EV-MIN-0036;EV-MIN-0037;EV-MIN-0038;EV-MIN-0039,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0033,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),II СПВ -143 (printed 'СПВ' = СВП on figures),Кр-II,,,year_mined=1974,,,,,,"0,59",,,,,,,,"m_o_extracted_thickness_m=6,6",,,"backfill_influence_p=0,549",,"{""forecast_subsidence_2020_mm"": ""868 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0267,EV-MIN-0040;EV-MIN-0041;EV-MIN-0042;EV-MIN-0043,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0034,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),III СПВ -143 (printed 'СПВ' = СВП on figures),Вс,,,year_mined=1974,,,,,,"0,48",,,,,,,,"m_o_extracted_thickness_m=4,7",,,"backfill_influence_p=1,000",,"{""forecast_subsidence_2020_mm"": ""1072 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0268,EV-MIN-0044;EV-MIN-0045;EV-MIN-0046;EV-MIN-0047,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0035,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),III СПВ -143 (printed 'СПВ' = СВП on figures),АБ,,,year_mined=1974,,,,,,"0,48",,,,,,,,"m_o_extracted_thickness_m=3,8",,,"backfill_influence_p=1,000",,"{""forecast_subsidence_2020_mm"": ""1072 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0269,EV-MIN-0048;EV-MIN-0049;EV-MIN-0050;EV-MIN-0051,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0036,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),III СПВ -143 (printed 'СПВ' = СВП on figures),Кр-II,,,year_mined=1983,,,,,,"0,59",,,,,,,,"m_o_extracted_thickness_m=4,7",,,"backfill_influence_p=1,000",,"{""forecast_subsidence_2020_mm"": ""1072 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0270,EV-MIN-0052;EV-MIN-0053;EV-MIN-0054;EV-MIN-0055,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0037,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),IV СПВ -143 (printed 'СПВ' = СВП on figures),Вс,,,year_mined=1982,,,,,,"0,48",,,,,,,,"m_o_extracted_thickness_m=5,5",,,"backfill_influence_p=1,000",,"{""forecast_subsidence_2020_mm"": ""1224 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0271,EV-MIN-0056;EV-MIN-0057;EV-MIN-0058;EV-MIN-0059,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0038,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),IV СПВ -143 (printed 'СПВ' = СВП on figures),АБ,,,year_mined=1982,,,,,,"0,48",,,,,,,,"m_o_extracted_thickness_m=3,9",,,"backfill_influence_p=1,000",,"{""forecast_subsidence_2020_mm"": ""1224 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0272,EV-MIN-0060;EV-MIN-0061;EV-MIN-0062;EV-MIN-0063,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0039,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),IV СПВ -143 (printed 'СПВ' = СВП on figures),Кр-II,,,year_mined=1987,,,,,,"0,57",,,,,,,,"m_o_extracted_thickness_m=8,4",,,"backfill_influence_p=1,000",,"{""forecast_subsidence_2020_mm"": ""1224 (panel total)"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0273,EV-MIN-0064;EV-MIN-0065;EV-MIN-0066;EV-MIN-0067,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0040,mining_geometry,СКРУ-2 (panels along profile line No.1),СКРУ-2,MF:SKRU2,panel/seam extraction record (Table 2.1),I ЮВП -143 (printed 'СПВ' = СВП on figures),Кр-II,,,year_mined=1977,,,,,,"0,59",,,,,,,,"m_o_extracted_thickness_m=7,6",,,"backfill_influence_p=1,000",,"{""forecast_subsidence_2020_mm"": ""902"", ""p_interpretation"": ""p=1.000 presumably no backfill effect (p<1 backfilled) — interpretation, not stated""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.56 (printed 56); Табл. 2.1,EV-VN-S012-0274,EV-MIN-0068;EV-MIN-0069;EV-MIN-0070;EV-MIN-0071,FACT,DESIGN_VALUE,SKRU2,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Year/m_o/ω/p are input data (mine records); subsidence 2020 is the author's normative forecast (CALCULATED_BY_AUTHOR), not a measurement."
MGEO-0041,mining_geometry,СКРУ-2 / СКРУ-3,СКРУ-2,MF:SKRU2,workings along section through СКРУ-2–СКРУ-3 pillar,1ЮВП (горизонт −143 м) СКРУ-2; 11 блок СКРУ-3,two levels of workings (dashed lines) — seams not labelled (by analogy АБ and КрII),,horizon=−143 гор.,,,,,,,,,,,,,,,,,,,,"{""pillar_zone"": ""no workings between two vertical lines labelled 'междушахтный целик'""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.90 (printed 89); Рис. 3.23–3.24,EV-VN-S012-0490,,DERIVATION,DESCRIPTIVE,SKRU2,CALIBRATED_EFFECTIVE_MODEL,HIGH,VISUAL_READ,NOT_FOUND,"Workings drawn as two dashed rows on each side of the pillar; on the СКРУ-2 side the rows step/merge, on СКРУ-3 side parallel. Horizon '-143' = level elevation (m, Baltic presumably). | [review-fix 26.09.2026] D-01/глобальное правило: продукт/геометрия расчётной модели (scale CALIBRATED_EFFECTIVE_MODEL) — не наблюдение: FACT → DERIVATION"
MGEO-0042,mining_geometry,"СКРУ-1, СКРУ-2, СКРУ-3",Соликамская группа (СКРУ-1+СКРУ-2+СКРУ-3),IMP:SKRU1-SKRU2;IMP:SKRU2-SKRU3,panel/block layout and section lines,"СКРУ-1: 3 ЮЗП, 4 ЮЗП, 5 ЮЗП, 159/163/169/189/199 блок, 1 ЮВП; СКРУ-2: I–IV СВП −220, I–IV ЮВП −220 (west), I–IV СЗП −143, I–IV ЮЗП −143, I–IV СВП −143, I–IV ЮВП −143; СКРУ-3: Блок 1, 3, 5, 7, 9, 11, 13, 15 and '15ЮВП -143 1'",not shown,,"horizons=−220 and −143 (panel level names, m)",,,,,,,,,,,,,,,,,,,,"{""intermine_pillars"": ""СКРУ-1–СКРУ-2 runs E–W between СКРУ-1 (north) and СКРУ-2 (south); СКРУ-2–СКРУ-3 runs N–S between СКРУ-2 (west) and СКРУ-3 (east); both drawn as dotted strips"", ""section_lines"": ""'линия разреза СКРУ-1 - СКРУ-2' — N–S line along the boundary between СЗП −143 and СВП −143 panel columns crossing into СКРУ-1 between 163 and 169 blocks; 'линия разреза СКРУ-2 - СКРУ-3' — E–W line along the boundary IV СВП −143 / I ЮВП −143 extending into СКРУ-3 near Блок 11"", ""irregular_strip"": ""an irregular N–S polygon separates −220 panels (west) from −143 panels — nature not stated""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,SOLIKAMSK_GROUP_POOLED,VKM-SRC-012,pdf p.94 (printed 94); Рис. 4.1,EV-VN-S012-0498,EV-MIN-0076;EV-SYN-0009;EV-SYN-0010,FACT,DESCRIPTIVE,SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,"Schematic without scale or coordinates. Read at 150 dpi. | [review-fix 26.09.2026] scope SKRU1_SKRU2 → SOLIKAMSK_GROUP: план панелей/блоков СКРУ-1, СКРУ-2, СКРУ-3 и линий разрезов (D-17)"
MGEO-0043,mining_geometry,not stated (СКРУ-1 or СКРУ-2 section),не указан,,"chamber–pillar system as modelled (two seams, chambers stacked vertically)",not stated,АБ (upper) and КрII (lower),,,,АБ 4.3; КрII 5.5,АБ 6.6; КрII 5.4 (clear distance between chambers),АБ 2.7; КрII 4.9,,,,,,,,,,,,,,,,"{""chamber_shape"": ""arched roof (combine-cut profile), flat floor"", ""layers_in_legend_top_down"": [""В"", ""корж Б"", ""АБ"", ""А-КрI"", ""КрI"", ""КрI-КрII"", ""корж3"", ""корж2"", ""корж1"", ""КрII"", ""КрIII"", ""ПдКС""], ""mesh"": ""structured quadrilateral mesh, fine around chambers"", ""units"": ""m implied (not printed)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,GENERAL_OR_UNSTATED,VKM-SRC-012,pdf p.96 (printed 96); Рис. 4.2,EV-VN-S012-0512,,DERIVATION,DESIGN_VALUE,UNSTATED,CALIBRATED_EFFECTIVE_MODEL,HIGH,VISUAL_READ,NOT_FOUND,Dimensions read at 300 dpi. Key geometric input for a pillar-scale sub-model; attribution to a specific panel unknown. | [review-fix 26.09.2026] D-01/глобальное правило: продукт/геометрия расчётной модели (scale CALIBRATED_EFFECTIVE_MODEL) — не наблюдение: FACT → DERIVATION
MGEO-0044,mining_geometry,СКРУ-2 / СКРУ-3,СКРУ-2,MF:SKRU2,panels and block along СКРУ-2–СКРУ-3 section,"СКРУ-2: 1ЮЗП (-143 гор.), 1ЮВП (-143 гор.); СКРУ-3: 11 блок","not labelled in figure (two chamber rows on СКРУ-2 side, one on СКРУ-3 side)",,"mining_horizon=-143 гор. (absolute elevation of haulage horizon, m)",,,,,,,,,,,,,,,,,,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.106 (printed 106); Рис. 4.11 p.106,EV-VN-S012-0574,,FACT,DESCRIPTIVE,SKRU2,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,Section composition from figure labels; 11 блок attribution to СКРУ-3 from lower panel label.
MGEO-0045,mining_geometry,"СКРУ-2 (panels), СКРУ-1",целик СКРУ-1–СКРУ-2 (зона целика),IMP:SKRU1-SKRU2,panel sequence along meridional section through СКРУ-1–СКРУ-2 pillar,"3ЮВП, 2ЮВП, 1ЮВП, 4СВП, 3СВП, 2СВП, 1СВП (СКРУ-2), м/ш целик, СКРУ-1","seam markers Вс, АБ, КрII shown; chambers not visible at this scale",,horizon=1СВП-143 (Fig 4.12),,,,,,,,,,,,,,,,,,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,SKRU1_SKRU2_PILLAR_AREA,VKM-SRC-012,pdf p.108 (printed 108); Рис. 4.13 p.108,EV-VN-S012-0587,EV-MIN-0075,FACT,DESCRIPTIVE,SKRU1_SKRU2_PILLAR,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,[review-fix 26.09.2026] scope SKRU1_SKRU2 → SKRU1_SKRU2_PILLAR: меридиональный разрез через целик СКРУ-1–СКРУ-2 (D-17)
MGEO-0046,mining_geometry,СКРУ-2 / СКРУ-3,СКРУ-2,MF:SKRU2,chamber rows at productive seams adjacent to СКРУ-2–СКРУ-3 pillar (model geometry),1ЮВП (СКРУ-2) / 11 блок (СКРУ-3),two productive seams (not named in figure); upper and lower chamber rows on each side,,,,,,,,,,,,,,,,,,,,,,"{""shape"": ""rectangular/arched chambers; СКРУ-2 chambers visibly wider than СКРУ-3 chambers"", ""state"": ""2031 forecast configuration"", ""dimensions"": ""not printed (no scale bar)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.111 (printed 111); Рис. 4.16 p.111,EV-VN-S012-0596,,MODEL_CHOICE,DESIGN_VALUE,SKRU2,CALIBRATED_EFFECTIVE_MODEL,LOW,VISUAL_READ,EXACT,Chamber dimensions must be taken from Ch.4.1 (c3) tables; not measurable here.
MGEO-0047,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,mine opening and seams mined,,"sylvinite АБ, Вс, Красный-II; carnallite Вк",,,,,,,,,,,,,,,,,,,,,,"{""shafts"": ""2 central + 1 flank shaft"", ""opening_of_seams"": ""field (полевая) preparation — access workings in host rock salt""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,SKRU1_DIRECT,VKM-SRC-014,pdf p.28 (printed 28); §2.1,EV-VN-S014-0336,EV-GEO-0282;EV-MIN-0091,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"Four mined seams at SKRU-1 incl. carnallite Вк (multi-seam, 4-layer extraction). Shaft count/positions (no coordinates, no names/numbers) is new vs digest (flank shaft). | [review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
