idc_id,tier,phenomenon_class,phenomenon,mechanism_causal_path,location_scale,site_scope,quantitative_evidence,linked_mech_rows,linked_rheo_rows,causal_relevance,evidence_strength,status,evidence_type,source_id,locator,vn_ids,prev_evidence_ids,extraction_method,confidence,applicability_SKRU1,notes
MR-IDC-0082,B_RECORD,damage_zone_microcracking,natural (geological) subsidence of overburden over leached salt with vertical flattening of remaining salts,leaching concentrated at southern flanks of sublatitudinal troughs -> greater settlement of oversalt strata there -> higher load on remaining salts -> vertical shortening (potash deposit thinned to ~half) ; subsidence of strata over leaching -> fracture systems cutting the salt -> new migration paths reaching upper parts and lateral areas; metasomatism order: carnallite -> пестрый sylvinite; sylvinites -> rock salt; influence distance up to several km (north flank of Usovsky trough),unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,"INTERPRETATION | borehole thickness data (302, 689, 690)",FACT,INTERPRETATION,VKM-SRC-011,p.113 p.225,EV-VN-S011-1965,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Natural analogue of dissolution-induced subsidence and fracturing of overburden — relevant for ВЗТ breach mechanisms.
MR-IDC-0083,B_RECORD,moisture_brine_weakening,water-weakening of salt (viscosity reduction) and fracture healing,"(a) fracture of clay-anhydrite packs -> pore-pressure depression -> brine inflow from torn salt-clay packs -> fibrous halite (rarely sylvite) veins heal crack; if opening too fast -> 'halite bridges' then gap filled by salt flowing in (lower effective viscosity due to extra solution); flow by recrystallization (Coble/Riecke), angles of МГ fragments preserved; (b) subsalt high-pressure solutions entering salt reduce effective stress in mineral skeleton",unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,"INDIRECT/SCENARIO: moisture/brine reduces strength, long-term strength and stiffness (flooding or backfill-brine scenarios)","INTERPRETATION | structural observations (Fig. 2.83 etc.), qualitative",FACT,INTERPRETATION,VKM-SRC-011,"p.115 §3.6, p.229",EV-VN-S011-1985,EV-RMR-1181,TEXT_LAYER,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0084,B_RECORD,dynamic_failure,formation and preservation of outburst-prone zones (gas pockets + weakened salt),"fluid migration paths (tectonic fractures, hydrofractures, detachment cavities, intergranular fractures, pores of salt clays, leaching voids of potash minerals) form one hydraulically connected system; after flow stops it splits into quasi-isolated void systems with residual fluid; if peripheral pressure gradient < initial (threshold) filtration gradient, fluid keeps high residual pressure, prevents healing of grain bonds -> low strength persists for very long time; if gas-bearing -> outburst sources",unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,INTERPRETATION | conceptual; consistent with field observations,FACT,INTERPRETATION,VKM-SRC-011,"p.116 §3.7, p.231",EV-VN-S011-1991,,TEXT_LAYER,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Introduces threshold (initial) filtration gradient of salt — relevant to hydro-mechanical modelling of salt as barrier.
MR-IDC-0085,B_RECORD,dynamic_failure,"moving sylvinitization front creating porous, gas-bearing outburst-prone zone","aggressive solutions enter via permeable clay-anhydrite interlayers (from above) -> carnallite decomposition with solid-phase deficit (Tab.3.7) -> porous пестрый sylvinite near contact with carnallite; behind the front grain bonds restored under pressure (monolithic rock) -> porous zone migrates with solutions -> max density of ВВСГ sources near пестрый sylvinite/carnallite contact, shifted toward carnallite (explains Fig.2.121)",unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,"INTERPRETATION | conceptual, consistent with outburst statistics at BKPRU-2/3",FACT,INTERPRETATION,VKM-SRC-011,"p.117 §3.7, p.232",EV-VN-S011-1994,,TEXT_LAYER,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0086,B_RECORD,bedding_contact_slip_delamination,fault-propagation into lower salt over basement-block junctions; hydraulically driven crack growth,basement block displacement (fast but not instantaneous) -> 'portiere' (drape) folds with horsetail fracture systems in lower salt (Fig.3.15 after Friedman & Wunderlich) -> fan of fractures filled with pressurized subsalt water -> cracks grow under fluid pressure + subhorizontal tectonic motion; preferred growth direction reflected in replacement-zone contacts rising westward at 10–20° to bedding (§2.2),unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT/INDIRECT: slip and separation on bedding contacts change overburden bending stiffness and time-dependent roof/interseam deformation (surface trough shape and delay),INTERPRETATION | seismic anomalies + geometry of replacement zones + BEM fracture-mechanics model,FACT,INTERPRETATION,VKM-SRC-011,"p.118 §3.8, p.234, Рис. 3.15",EV-VN-S011-2010,,TEXT_LAYER,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0087,B_RECORD,damage_zone_microcracking,crack energy release rate (finite-difference),G = (W2 - W1)/(L2 - L1)  (CITED),unstated:  | scale CALIBRATED_EFFECTIVE_MODEL,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,MODEL,DERIVATION,MODEL_CALIBRATED,VKM-SRC-011,"p.118 §3.8, p.234",EV-VN-S011-2012,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"[fix 26.09 D-01] status FACT→DERIVATION (MODEL_CALIBRATED: model/calculated result, not an observation) evidence_type chosen for a numerical model result; not calibrated to data — model output, not measurement."
MR-IDC-0088,B_RECORD,bedding_contact_slip_delamination,basal_decoupling_by_fluid_pressure,"If fluid pressure pф > qг (rock pressure), pore pressure could fully compensate overburden load (salt + overburden 'suspended'); in reality, esp. at shallow depth, pressure bleeds into overlying horizons via hydraulic fractures; lateral sliding of salt base is hindered by roughness and folds; still, cohesion with underlying rocks or lower salt can be reduced by an order of magnitude or more by elevated fluid pressure [277, 293, 355]. Evidence of layer-parallel slip: disharmonic folding of adjacent layers (Fig. 3.17: intraformational detachment in rock salt of seam A-KrI, mine BKPRU-4, scale 0–0.5 m).",unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT/INDIRECT: slip and separation on bedding contacts change overburden bending stiffness and time-dependent roof/interseam deformation (surface trough shape and delay),INTERPRETATION,FACT,INTERPRETATION,VKM-SRC-011,"p.118 §3.8, p.235, Рис. 3.17",EV-VN-S011-2015,,TEXT_LAYER,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0089,B_RECORD,clay_interlayer_mechanics,"catagenetic brine flow along fractures and delamination cavities (hydrofracturing), mechanical transport of clay",быстрая разгрузка подсолевых вод + малые сечения + значительные градиенты давления -> повышенная скорость флюида -> отслоения по галопелитовым (менее прочным) прослоям -> перенос глинистых частиц во взвеси -> выпадение при расширении сечения -> скопления глинистого материала (тела СГМ),deposit:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,INTERPRETATION | author interpretation; contrasts with [73] (надвиговая/пульпообразная гипотеза),FACT,INTERPRETATION,VKM-SRC-011,p.124 стр. 246-247,EV-VN-S011-2059,,TEXT_LAYER,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Mechanically relevant: halopelitic (clay) interlayers are weaker and act as delamination/flow planes — supports weak-interface representation in a 3D model.
MR-IDC-0090,B_RECORD,interseam_failure,"Технологические междупластья (потолочины) и устойчивость; глубина, мощность рабочих пластов, складчатость, разрывные нарушения, прочность — качественные факторы","applies to: многопластовая отработка ВКМС; values: качественно; складчатость повышает устойчивость кровли, но увеличивает потери и разубоживание; разрывные нарушения = открытые секущие трещины, вплоть до невозможности отработки",deposit:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,"DIRECT (multi-seam): interseam failure transfers load between seams, increases effective extraction height and pillar height → loading degree ↑",INTERPRETATION,FACT,INTERPRETATION,VKM-SRC-011,p.128 стр. 254 пп. 5-10,EV-VN-S011-2070,EV-GEO-0175,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0091,B_RECORD,flooding_dissolution_sinkhole,"Строение ВЗТ по Методическим рекомендациям к Указаниям (2008): ВЗТ1 — чередование пластов калийно-магниевых солей и каменной соли; ВЗТ2 — ПКС; ВЗТ3 — ПП. Типы разреза: полный (ВЗТ1+ВЗТ2+ВЗТ3), переходный (ВЗТ1+ВЗТ2+0), неполный (ВЗТ1+0+0). Аномальность строения и состояния пород ВЗТ: неполный тип разреза (подтип 1 — гипергенные сильвиниты в пласте Е и ниже; подтип 2 — выше пласта Е); динамические ","applies to: ВКМС, защита рудников от затопления; values: качественная классификация",deposit:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,NORMATIVE,FACT,NORMATIVE,VKM-SRC-011,p.128 стр. 255,EV-VN-S011-2073,EV-GEO-0173,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Normative document year 2008. Kudryashov disputes most anomaly criteria (links to RFSD thrust concept) — see next records.
MR-IDC-0092,B_RECORD,WPS_damage_fracturing,WPS_anomaly_criteria_critique,"Кудряшов критикует нормативные критерии аномальности ВЗТ: (1) неполнота разреза не должна быть самостоятельным негативным фактором — отражается мощностью ВЗТ и частично компенсируется увеличенной мощностью пластов в апикальных частях положительных структур (где сильнее карст/гипергенез); (2) гипергенные сильвиниты не негативны: в геомеханическом смысле карналлитовые породы имеют самые низкие физико-механические свойства (в т.ч. трещиностойкость [11]), их замещение на гипергенный сильвинит улучшает свойства ВЗТ; (3) разрывные нарушения образовались в геологическом прошлом — соль восстанавливает сплошность (залечивание межкристаллических связей); незалеченными иногда остаются открытые секущие трещины. Вывод: самым важным остается мощность ВЗТ.",deposit:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,"DIRECT for catastrophic regime: loss of ВЗТ integrity → fresh-water inflow → dissolution → accelerated subsidence/sinkholes; defines a regime switch, not the normal trend",INTERPRETATION,FACT,INTERPRETATION,VKM-SRC-011,p.128 стр. 255-256; Рис. 4.2,EV-VN-S011-2075,EV-GEO-0174,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Geomechanical content: carnallite = weakest salt rock (fracture toughness per [11]); salt healing of old faults — relevant to whether to represent faults as weak zones in a 3D model.
MR-IDC-0093,B_RECORD,WPS_damage_fracturing,overburden_faults_and_WPS_stress,"Роль разрывной тектоники надсолевого комплекса неясна и не учитывалась в практике; [118, с.218] утверждал, что трещинные зоны в области динамического влияния разломов фундамента сквозные и опасны для ВКМ. Кудряшов: кроме Дуринской и Боровицкой систем субширотных структур детерминированная связь разрывов надсолевого комплекса со строением соляной толщи не доказана; в пределах шахтных полей такие нарушения в соляной толще явно не проявляются. Однако геомеханические расчеты [10] показали, что подработка разрыва только в надсолевой толще может негативно влиять на напряжения в ВЗТ.",deposit:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,"DIRECT for catastrophic regime: loss of ВЗТ integrity → fresh-water inflow → dissolution → accelerated subsidence/sinkholes; defines a regime switch, not the normal trend",CITED,FACT,LITERATURE_CITED,VKM-SRC-011,p.130 стр. 258,EV-VN-S011-2084,EV-GEO-0182,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0094,B_RECORD,damage_zone_microcracking,healing of fractures in salt rock,"старые разрывы в соли -> длительное время -> восстановление межкристаллических связей (залечивание) -> соль, как правило, восстанавливает сплошность; незалеченными иногда остаются открытые секущие трещины",deposit:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,"INTERPRETATION | author reasoning, no quantitative data",FACT,INTERPRETATION,VKM-SRC-011,p.129 стр. 256,EV-VN-S011-2656,EV-GEO-0174,TEXT_LAYER,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"Relevant choice for 3D world: faults within salt may be modelled as healed (continuous) except open cross-cutting fractures, which Kudryashov lists as a priority detection problem in ВЗТ."
