ledger_id,qa_origin,qa_depth,source_id,pdf_page,printed_page,figure_table,vn_ids,old_ev_ids,record_kind,issue_type,quote_verdict,critical,existing_value,text_layer_value,ocr_value,visual_value,surrounding_context_result,cross_source_result,corrected_value,confidence,affected_downstream,status,record_status,scope,scale,check_chain,render_png,qa_recheck_ref,notes,unresolved_class
QA-S-0122,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,8,14-15,§1.2 Башкирский ярус paragraph,EV-VN-S011-0073,,visual_check,LABEL_ERROR,EXACT,N,,Башкирс обрекчии.,,Printed page 15 also reads 'Башкирс обрекчии.' (bold 'Башкирс'),Typesetting loss in the source itself: lithology description of Bashkirian stage missing; only thickness 15–80 m and oil shows survive.,,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0123,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,7,12-13,Рис. 1.5 borehole labels,EV-VN-S011-0116,,visual_check,VISUAL_NOT_CHECKABLE,EXACT,N,,legend only; labels not in text layer,,"W→E: 2842?, 17, 16, 5, 4, 2846, 5, 2, 1, 5319?, 903, 895, 910, 911, 717, 718, 134, 13-ОГН, 874?, 244, 48-ОГН, 743, 745, 746, 747, 748, 771, 772, 749, 768, 610, 38, 39, 40","Labels partly legible; borehole type symbols (legend 12–14) not resolvable; label '5' occurs twice; unit labels P1šš, P1sl1, P1sl2, P1br1, P1ir, P1kr, P1dv, P1ar1, P1a-s, P1ur, C1, C2m, C2b, D3f, D3fm, V visible.",,,MEDIUM,,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0124,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,9,16-17,Рис. 1.6,EV-VN-S011-0127,EV-GEO-0090,visual_check,OK_CONFIRMED,EXACT,N,"80; 20; 20; 54; 17,5; 25; 330; 230; 100",figure (no numbers in text layer),,"Нижнесоликамская подсвита P1sl1: СМТ 80, ПП 20; Березниковская свита P1br: соляная — ПКС 20, КП 54, СП 17,5, ПдКС 25 / 330 (with break symbol); ГАТ 230; Карнауховская P1kr 100",Existing values confirmed,,,HIGH,EV-GEO-0090,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0125,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,10,18-19,Табл. 1.2 header,EV-VN-S011-0147,,visual_check,LABEL_ERROR,EXACT,Y,,"headers KCl, NaCl, H2O for 5 value columns",,Rendered table shows two empty header cells between NaCl and H2O,Two component columns unlabelled in source — UNKNOWN; do not assign.,,,HIGH,,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,SOURCE_DEFECT_OPEN
QA-S-0126,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,11,20-21,Табл. 1.3,EV-VN-S011-0165,,visual_check,OK_CONFIRMED,EXACT,Y,,"9 rows 57,68,69,70,403,404,424,983,987",,render p11 110dpi matches text layer in all cells,confirmed,,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0127,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,11,20-21,Рис. 1.13 borehole labels/symbols,EV-VN-S011-0212,,visual_check,VISUAL_NOT_CHECKABLE,EXACT,N,,caption only,,38 salt-exploration labels + 12 oil-well labels read at 300 dpi; many unlabelled dots; underlined labels unexplained; stratoisohypses of МГ roof labelled -120…-360 m; scale bar 0–4 km; no coordinate grid,labels read; positions not georeferenceable (no grid),,,HIGH,,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0128,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,11,20-21,Рис. 1.14 mean-thickness column,EV-VN-S011-0216,,visual_check,OK_CONFIRMED,NOT_FOUND,N,,not in text layer,,28 values read (see parameter record),"read at 250 dpi, all legible",,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0129,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,12,22-23,Табл. 1.4,EV-VN-S011-0226,EV-GEO-0038,visual_check,OK_CONFIRMED,EXACT,Y,EV-GEO-0038 values,same,,render p12 110dpi identical,confirmed,,,HIGH,EV-GEO-0038,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0130,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,13,24-25,Табл. 1.5,EV-VN-S011-0231,,visual_check,OK_CONFIRMED,EXACT,Y,,as in parameter record,,render p13 matches,confirmed,,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0131,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,13,24-25,Рис. 1.16–1.22 lithological schemes of seams,EV-VN-S011-0242,,visual_check,VISUAL_NOT_CHECKABLE,EXACT,N,,captions only,,"deposit-wide outline maps without coordinate grid, scale bar or mine labels; sublatitudinal potash-free gaps visible",not georeferenceable; usable only qualitatively (N/C/S parts),,,HIGH,,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0132,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,14,26-27,Табл. 1.6,EV-VN-S011-0249,,visual_check,NUMBER_CONFLICT,NOT_FOUND,Y,,C/КрII poor 316 (39); S/КрI rock salt 89 (1),,printed identically on render p14,"printed values confirmed; the two cells are internally inconsistent with the row totals/percentages of the same column (39% for 316 of 1073; 1% for 89 of 1309) — probable typos (e.g. 29 %, 9 km2); keep as printed",,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0133,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,15,28-29,ПКС NaCl content,EV-VN-S011-0254,EV-GEO-0053,visual_check,NUMBER_CONFLICT,EXACT,N,EV-GEO-0053: NaCl 80.96%,"80,96",,"80,96 printed (render p15)","confirmed as printed; value is implausibly low vs listed impurities (max CaSO4 5 + MgCl2 0,4 + Н.О. 4,5) and vs ПдКС 94–94,5% — possible typo (e.g. 90,96 or 95,96); flag, do not correct",,,HIGH,EV-GEO-0053,CORRECTED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0134,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,15,28-29,Табл. 1.7 and 1.8,EV-VN-S011-0264,,visual_check,OK_CONFIRMED,FUZZY_66,Y,,numerator/denominator pairs linearised,,render p15 110dpi: all cells match text layer,confirmed,,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0135,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,16,30-31,"Рис. 1.20, 1.21 (full spread, figures only)",EV-VN-S011-0276,,visual_check,VISUAL_NOT_CHECKABLE,FUZZY_62,N,,captions only,,"deposit-outline lithological schemes (carnallite/mixed/variegated sylvinite/rock salt/caps); no grid, scale or towns",qualitative only,,,HIGH,,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0136,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,17,32-33,Табл. 1.9,EV-VN-S011-0282,,visual_check,NUMBER_CONFLICT,NOT_FOUND,Y,,C/К rock salt 38 (16); N/З carn 27 + mixed 40 + sylv 23 % = 90 %,,printed identically on render p17 (110 dpi),"values confirmed as printed; some % cells inconsistent with km2 / column totals (probable typos, e.g. 16 vs 6)",,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0137,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0298,EV-GEO-0060 EV-GEO-0089,visual_check,OK_CONFIRMED,EXACT,Y,EV-GEO-0060…0089 thickness/Н.О.,same,,render p17 110 dpi identical in all 15 rows × 7 columns,confirmed,,,HIGH,EV-GEO-0060 EV-GEO-0089,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0138,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,18,34-35,Рис. 1.23 (thickness column + gamma-log),EV-VN-S011-0304,,visual_check,OK_CONFIRMED,EXACT,N,,caption only,,rhythm-pack indices P1sl1^1–^9 and 16 thickness entries legible at 250 dpi,read; gamma-log curve qualitative (no scale),,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0139,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,18,34-35,Рис. 1.24,EV-VN-S011-0308,,visual_check,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,EXACT_ADJACENT_PAGE,N,,caption,,"isohypses −3,5, −4,0, −4,5, −5,0, −6,0, −7,0, −8,0, −9,0, −10,0 km; towns Чердынь, Красновишерск, Соликамск, Березники, Чермоз; scale 0–30 km; blue = salt contour, red = potash contour",reproduced from Shershnev 1994; readable at 250 dpi,,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0140,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,19,36-37,"Рис. 1.25, 1.26",EV-VN-S011-0315,,visual_check,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,NOT_FOUND,N,,captions; Fig.1.26 caption has unclosed parenthesis,,"Timan top isohypses −1950…−2700 m; Tula top −1550…−2300 m; scale 0–18 km; towns Соликамск, Березники; red = potash contour",read at 220 dpi; reproduced from Golubev 1998 (unpublished?),,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0141,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,20,38-39,Рис. 1.27 legend item 9,EV-VN-S011-0323,,visual_check,LABEL_ERROR,EXACT,N,,[→quote] (number 9 missing),,number 9 missing in print as well; map has small structure labelled 9 near 12,assume 9 = Южно-Мысьинская,,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0142,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,20,38-39,Рис. 1.28,EV-VN-S011-0324,,visual_check,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,EXACT,N,,caption,,isohypses −460…−860 m; near Solikamsk −700/−740; near Berezniki −780…−860; scale 0–18 km,read at 250 dpi (central clip),,,HIGH,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0143,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,21,40-41,"Рис. 1.29, 1.30, 1.31",EV-VN-S011-0345,EV-GEO-0091,visual_check,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,NOT_FOUND,N,,captions,,read at 220–250 dpi; contour labels legible; no coordinate grids,usable only as schematic structural context; not georeferenceable without originals (Голубев 1998; Сапегин & Голубев),,,HIGH,EV-GEO-0091,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0144,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,22,42-43,"Рис. 1.32 (structure numbers 1–45, I–X)",EV-VN-S011-0353,EV-GEO-0097 EV-GEO-0098,visual_check,OK_CONFIRMED,NOT_FOUND,N,EV-GEO-0097: SKRU-1 on Rudnichny dome,legend + text,,"300 dpi: 15 (Рудничный) small dome between 14 (Клестовский, N) and 16 (Поповский, S) on axis VII; 37 (Тверитинская) E of 15; mine-field outlines NOT drawn",structure numbering consistent with text; mine attribution only textual,,,HIGH,EV-GEO-0097 EV-GEO-0098,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0145,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,23,44-45,Рис. 1.34,EV-VN-S011-0376,,visual_check,VISUAL_NOT_CHECKABLE,EXACT,N,,caption only,,"borehole labels с-211, с-193/193а, с-194 legible at 400 dpi; working labels blurred",partial,,,HIGH,,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0146,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,24,46-47,Рис. 1.35 mine-field boundaries,EV-VN-S011-0388,,visual_check,UNCLEAR_MINE_ATTRIBUTION,EXACT,N,,legend 5: mine-field boundaries with exploration boreholes (corner points) and numbers; fields not named,,"central part: three dashed polygons — NW (148–221–74–109), SW (74–297–634–559'–…–644), E (221–232–239–240–652–629–639–644); southern part: polygons with corners 499, 454, 274, 456, 212, 14, 95, 214, 99, 89, 90, 106, 202, 291, 47, 149, 194, 201, 107","mine names not printed. Hypothesis (NOT from source): NW = СКРУ-1, SW = СКРУ-2, E = СКРУ-3 (consistent with Rudnichny/Popovsky domes and Tveritinskaya mulde of Fig.1.32); southern = БКПРУ fields. Needs confirmation from a mine-field map",,,LOW,,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0147,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,24,46-47,Рис. 1.36 W–E section,EV-VN-S011-0445,EV-GEO-0112,visual_check,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,EXACT,N,EV-GEO-0112 (hypothesis),caption with legend 1–14 (legend 15 unlabelled in caption),,"22 borehole labels read at 400 dpi; thrusts У, С, Т drawn E-dipping; scale 0–6 km; vertical exaggeration large (not stated)",reproduced from [73]; geometry reflects the contested thrust hypothesis — do not use fault traces as fact,,,HIGH,EV-GEO-0112,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0148,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,25,48-49,"Рис. 1.39а (BKPRU-2 map, borehole labels)",EV-VN-S011-0468,,visual_check,VISUAL_NOT_CHECKABLE,FUZZY_73,Y,,,,"borehole labels legible at 250 dpi (existing clip): 185, 1020, 1019, 1543, 195, 196, 1876, 186, 194, 1545, 960, 201, 1015, 101a, 1542, 1017, 1547(?); shafts Ств.1, Ств.2, Ств.3; lower part not rendered","map-only borehole positions on schematic without coordinates or picks; recorded as list, not as individual borehole records",,,MEDIUM,,UNRESOLVED,FACT,BKPRU2,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0149,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,26,50-51,Рис. 1.40 borehole labels (BKPRU-1),EV-VN-S011-0472,,visual_check,OK_CONFIRMED,EXACT,Y,,,,"legible on 220 dpi clip of panel в: 667, 621, 654, 545, 544, 539, 620, 71, 640, 519, 7с, 16, 12с, 1226, 2251, 2261, 94, 85, 2254, 116с, 655, 96, 665, 662, 493, 492, 498, 839, 859, 679, 18, 56, 765, 100, 74, 84, 526, 17, 804, 803 (II 803), 802, 883, 888, 932, 70, 967, 1007, 1008, 985, 87, 86, 980, 1027, 864, 857, 865, 846, 906, 917, 940, 961, 962, 996, 999, 943, 991, 1039, 777; shafts Ств.1–4; section lines I-I, II-II","map-only positions (no coords, no picks). Listed here; boreholes with picks/columns elsewhere are separate borehole records.",,,MEDIUM,,RESOLVED,FACT,BKPRU1,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,Mixture of солеразведочные (surface) and подземного бурения; type per label not distinguishable at this resolution for all.,
QA-S-0150,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,27,52-53,Рис. 1.45–1.47,EV-VN-S011-0486,,visual_check,VISUAL_NOT_CHECKABLE,EXACT_ADJACENT_PAGE,N,,figures cited in text; no captions in text layer,,"spreads pp.48–57 (pdf 25–29) show Рис. 1.37–1.44, 1.48–1.50 only; Рис. 1.45–1.47 absent","Figures 1.45 (Troitsky thrust position, S BKPRU-4), 1.46 (section 482–495), 1.47 (larger-scale section with flexure on МГ; legend reference of Fig 1.48) are not printed in this PDF — legend of Fig. 1.48 unresolvable",,,HIGH,,UNRESOLVED,FACT,BKPRU4,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0151,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,27,52-53,Рис. 1.42 underground borehole labels,EV-VN-S011-0507,,visual_check,VISUAL_NOT_CHECKABLE,EXACT,N,,,,two labels near 156/157…471 read as '489?' and '495?/496?' — legend example shows '17' and '496',partially illegible; not recorded as boreholes,,,LOW,,UNRESOLVED,FACT,BKPRU1,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0152,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,28,54-55,Табл. 1.12,EV-VN-S011-0513,EV-GEO-0114,visual_check,NUMBER_CONFLICT,FUZZY_72,Y,EV-GEO-0114 lists systems,"3 rows: Широтная 74, 255–290°, 269°, 270°; Северо-западная 47, 290–345°, 315°, 315°; Меридиональная 26, 345–25°, 3°, 0°",,rendered table also has only 3 rows,"Text announces FOUR fault systems, table prints only three (fourth, presumably NE ~45° visible on rose diagram Fig 1.50, is missing). Table incomplete in print.",,,HIGH,EV-GEO-0114,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,SOURCE_INTERNAL_CONFLICT
QA-S-0153,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,29,56-57,"Рис. 1.49 (fault scheme, grid columns 1–15 × rows А–Е)",EV-VN-S011-0523,EV-GEO-0114,visual_check,VISUAL_NOT_CHECKABLE,FUZZY_75,N,,,,"at 300 dpi western part: boreholes 975, 971, 828(?), 941, 42, 78, 41, 271; fault numbers 89, 90 (red, magnetometric), 91?; central part dense and labels mostly illegible (low-resolution raster)","borehole/fault labels only partially legible; figure used only as qualitative map of 173 faults. Map grid (1–15, А–Е) is a local index grid, not a CRS.",,,LOW,EV-GEO-0114,UNRESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0154,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,31,60-61,Рис. 1.51 borehole labels near SKRU mines,EV-VN-S011-0551,EV-GEO-0120 EV-GEO-0121,visual_check,MAP_ATTRIBUTION,EXACT,Y,,,,"boreholes legible: 151, 153, 154, 155?, 845, 232, 239, 36, 210?, 121, 143, 510, 511, 31, 137, 138, 513, 517; fault numbers 63, 94, 72, 14, 40, 41, 73, 42, 98, 74, 142, 152, 153, 123, 151, 143, 39, 117, 43, 45, 129, 76, 128, 124, 170, 4, 68?, 69, 15, 95, 70, 34, 111, 163, 145, 66, 1; mine-field contours drawn in grey but NOT labelled with mine names",mine fields unlabelled on map; attribution of contours to СКРУ-1/2/3 requires external mine-field map,,,MEDIUM,EV-GEO-0120 EV-GEO-0121,UNRESOLVED,FACT,SKRU1_SKRU2,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,ATTRIBUTION_OPEN
QA-S-0155,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,31,60-61,Рис. 1.53 (Durinsky zone fragment),EV-VN-S011-0566,,visual_check,VISUAL_NOT_CHECKABLE,EXACT,N,,,,"80 dpi: boreholes e.g. 639, 1075, 137, 78, 843, 645, 644, 270, 12, 513, 518, 650, 281, 551, 565, 1048, 690, 23д?, 209а?, 1091, 1089, 255, 552, 517, 264; section line (blue) through 550–690",labels mostly small; recorded only as map (no picks),,,LOW,,UNRESOLVED,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,INTRINSIC_LIMITATION
QA-S-0156,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,32,62-63,Рис. 1.55 (Rubtsovskaya & Volodinskaya zone maps),EV-VN-S011-0573,EV-GEO-0120 EV-GEO-0121,visual_check,MAP_ATTRIBUTION,EXACT,Y,,,,"(а) boreholes 75, 23, 69, 129, 219, 136, 624, 625, 626, 30, 222, 122, 134, 25, 142, 229, 627, 143, 263, 510, 963, 215, 124, 216, 130, 217, 628; faults 98, 142, 152, 153, 4, 69, 65, 44, 134, 109, 16, 77, 129, 123, 68, 128, 151, 43, 117; star (EQ epicentre) + blue dot near 25/122 (collapse site). (б) boreholes 129, 27, 69, 134, 217, 122, 25, 23, 222, 216, 130, 131, 218, 631, 641, 75, 30, 124, 139, 215, 299, 26, 638, 123, 10, 74, 24, 636, 632, 639, 270, 644, 645, 535, 655, 649, 137, 450, 521, 545, 663, 664, 274, 542, 671, 674, 455, 675, 460, 452, 1025, 670, 682, 1024, 273, 1026; scale 0–2–4 km",mine fields (СКРУ-1/2/3) are not labelled on Fig. 1.55; the star/collapse site near boreholes 25/122 corresponds to text [→quote],,,MEDIUM,EV-GEO-0120 EV-GEO-0121,UNRESOLVED,FACT,SKRU1_SKRU2,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,Borehole 263 and 963 also appear on Fig. 1.62 (fault 117 lithology maps).,ATTRIBUTION_OPEN
QA-S-0157,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,34,66-67,Рис. 1.61 borehole labels,EV-VN-S011-0622,EV-GEO-0127,visual_check,OK_CONFIRMED,EXACT,N,,,,"salt-exploration (open circles): 646, 551, 649, 534, 209а, 689, 660, 661, 273а; oil wells (dots): 24, 171, 172, 163, 166, 165, 167, 174, 164, 173, 188, 168, 162, 179, 180, 159, 35, 38, 27, 36, 189, 170, 33, 34, 26, 160, 157, 161, 155, 156, 158, 31, 183, 175, 176, 177, 181, 182, 184, 185, 25, 8-П, 300, 301, 187, 191, 192, 193, 154, 57, 59, 18, 32, 153, 302, 303; scale 0–0.5–1 km (а), 0–100–200 м (б)",legible at 250 dpi; map-only positions. 209а/689/551/648 link to Durinsky section Fig. 1.54,,,MEDIUM,EV-GEO-0127,RESOLVED,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,
QA-S-0158,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,34,66-67,"Рис. 1.62 (seams К, И, З lithology)",EV-VN-S011-0624,,visual_check,UNCLEAR_MINE_ATTRIBUTION,EXACT,N,,caption lacks 'Рис.' prefix,,three panels Пласт К / Пласт И / Пласт З with same boreholes; linear replacement (grey) zone along dashed fault 117 widening SE; blue replacement spots at 10 and 21 in seam З,mine not named in caption; text says [→quote]; §2.5 links fault 117 to SKRU-3 east part,,,MEDIUM,,UNRESOLVED,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,,ATTRIBUTION_OPEN
QA-S-0159,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,35,68-69,"Рис. 1.63 (СКРУ-3, восточный фланг, большая зона трещиноватости)",EV-VN-S011-0642,EV-GEO-0123,visual_check,OK_CONFIRMED,FUZZY_85,N,,caption only,,"blocks: блок 1–12 (north part), панель 2, панель 4 (блок 1–4); faults labelled 68, 117, 123, 143, 170, 4 (solid = relatively reliable, dashed = assumed; 123, 143, 4 dashed); fracture sites (red) 1, 2, 17, 18 (18 = dashed oval near 'шахтный профиль' in panel 4); seismic wave-anomaly segments on profiles 704 С3(?), 601 С3, 497 С3, 1102 С3, 500 С3, 1302 С3 and 'шахтный профиль'; surface boreholes 228, 613, 207с, 616, 245; scale bar 0–600 м","figure read; boreholes recorded individually (map positions only, no picks)",,,MEDIUM,EV-GEO-0123,RESOLVED,FACT,SKRU3,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,Seismic profile label '704 С3' partially legible (could be '70d-С3'). 'С3' is likely 'СЗ' (north-west) or a profile series code — as printed.,
QA-S-0160,SWEEP_VISUAL_CHECK,SWEEP_VISUAL,VKM-SRC-011,35,68-69,"Рис. 1.68 (ε, мм/м vs t, годы)",EV-VN-S011-0655,EV-GEO-0129,visual_check,GRAPH_DIGITIZED,EXACT_ADJACENT_PAGE,N,,"6,74 мм/м in 1995",,"Rp 4-5 (пр.14): annual points 1988…2002, rising from ≈1.8 (1988) to peak ≈6.7 (1995), declining to ≈3.2 (2002); Rp 15-16 (пр.19): 1999 ≈6.7, 2000 ≈7.0, 2001 ≈7.3, 2002 ≈7.2; Rp 17-18 (пр.19): 1999 ≈5.8, 2000 ≈6.7, 2001 ≈7.6, 2002 ≈7.9; Rp 6-7 (пр.25): 1999 ≈0, 2000 ≈1.0, 2001 ≈2.2, 2002 ≈2.5","approximate graph reading only; peak consistent with text 6,74 мм/м 1995",,,MEDIUM,EV-GEO-0129,RESOLVED,FACT,BKPRU1,NOT_APPLICABLE,SWEEP_AGENT_VISUAL,,,Annual surveying epochs implied by graph points; values approximate (±0.2 мм/м reading).,
