correction_id,origin,target_type,target_ids,source_id,pdf_page,field,old_value,new_value,reason,severity,ledger_ref,status,confidence,affected_catalogues,basis
QA-C-S-037,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMR-0472..EV-RMR-0506,VKM-SRC-025,85,UNCLEAR_MINE_ATTRIBUTION,scope OTHER_VKM_SITE in digest,Abbreviation 'БРУ-1' not standard (БКПРУ-1 / Berezniki mine 1?). Not SKRU-1. Keep OTHER_VKM_SITE with unresolved mine.,sweep visual check EV-VN-S025-0470 (UNCLEAR_MINE_ATTRIBUTION),MAJOR,QA-S-0605,PROPOSED,HIGH,mechanics_evidence_catalog.csv; rheology_evidence_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S025-0470 (UNCLEAR_MINE_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-038,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S025-0494,VKM-SRC-025,92,GRAPH_DIGITIZED,(as currently recorded in the target record(s); the check states no explicit old value),"Caption confirmed: д = 10,0 MPa (OCR '109,0' wrong). Approximate values only.",sweep visual check EV-VN-S025-0494 (GRAPH_DIGITIZED),MINOR,QA-S-0610,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S025-0494 (GRAPH_DIGITIZED); QA ledger status RESOLVED
QA-C-S-039,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMR-1102,VKM-SRC-025,94,LABEL_ERROR,"EV-RMR-1102 tagged pdf_page 94, describes Рис. 2.13 (full stress-strain curve model)","Existing EV-RMR-1102 has a wrong page locator (Рис. 2.13 belongs to Ch. II, not p.94).",sweep visual check EV-VN-S025-0505 (LABEL_ERROR),MINOR,QA-S-0613,PROPOSED,HIGH,mechanics_evidence_catalog.csv; rheology_evidence_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S025-0505 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-040,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMR-0602..EV-RMR-0708,VKM-SRC-025,107,OK_CONFIRMED,EV-RMR-0602..: 107 values,"All values confirmed at 220 dpi; existing digest correct in values but scope VKM_REGIONAL should be SKRU3 (ПдКС, 8th panel, blocks 1-2).",sweep visual check EV-VN-S025-0579 (OK_CONFIRMED),MAJOR,QA-S-0618,PROPOSED,HIGH,mechanics_evidence_catalog.csv; rheology_evidence_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S025-0579 (OK_CONFIRMED); QA ledger status CORRECTED
QA-C-S-041,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S025-0777,VKM-SRC-025,141,EQUATION_ILLEGIBLE,(as currently recorded in the target record(s); the check states no explicit old value),Legible but likely misprinted; standard form uses minus sign and σ1²,sweep visual check EV-VN-S025-0777 (EQUATION_ILLEGIBLE),MINOR,QA-S-0640,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S025-0777 (EQUATION_ILLEGIBLE); QA ledger status UNRESOLVED
QA-C-S-042,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S025-1008,VKM-SRC-025,175,NUMBER_CONFLICT,(as currently recorded in the target record(s); the check states no explicit old value),"All numbers confirmed at 250 dpi. Row 5 prints h1 (8,3) > h2 (7,8) although h2 is defined as total penetration after spall (should be >= h1) - probable typo or swapped values in source; not recalculated.",sweep visual check EV-VN-S025-1008 (NUMBER_CONFLICT),MAJOR,QA-S-0667,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S025-1008 (NUMBER_CONFLICT); QA ledger status CORRECTED
QA-C-S-043,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S025-1051,VKM-SRC-025,190,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),CORRECTION to the two preceding p.190 records (claim 'control_questions_ch4_ch5' and open_question): their quotes normalized the source typo 'гипосометрией' to 'гипсометрией'; the verbatim printed word is 'гипосометрией'. 'КрII и АБ' is printed correctly.,sweep visual check EV-VN-S025-1051 (LABEL_ERROR),MINOR,QA-S-0672,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S025-1051 (LABEL_ERROR); QA ledger status CORRECTED
QA-C-S-044,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S025-1143,VKM-SRC-025,197,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),"Possible citation mismatch: text names an 'Instruction' (normative), list entry is a monograph on rockburst prevention (which may contain/reproduce the Instruction). Thresholds K1>=0.7, K2>=1, K3>=0.5, K4>=1 attributed to [61] should be traced to the actual normative instruction before use.",sweep visual check EV-VN-S025-1143 (LABEL_ERROR),MINOR,QA-S-0673,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S025-1143 (LABEL_ERROR); QA ledger status CORRECTED
QA-C-S-045,SWEEP_VISUAL_CHECK,OLD_EV,EV-MIN-0519,VKM-SRC-026,6,OK_CONFIRMED,60 м offset,60 м confirmed visually; figure is BKPRU-2 (not SKRU-1); no other numbers,sweep visual check EV-VN-S026-0028 (OK_CONFIRMED),MINOR,QA-S-0676,PROPOSED,HIGH,mining_geometry_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S026-0028 (OK_CONFIRMED); QA ledger status RESOLVED
QA-C-S-046,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S026-0040,VKM-SRC-026,8,OK_CONFIRMED,(as currently recorded in the target record(s); the check states no explicit old value),Confirmed; attribution СКРУ-3 by caption (not SKRU-1),sweep visual check EV-VN-S026-0040 (OK_CONFIRMED),MINOR,QA-S-0678,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S026-0040 (OK_CONFIRMED); QA ledger status RESOLVED
QA-C-S-047,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMB-0205,VKM-SRC-029,45,LABEL_ERROR,EV-RMB-0205: 'all points lie between the dashed «Литостатика» ... lines',"Labels are ambiguous: in a horizontal-stress plot 'Литостатика' presumably means the Dinnik (lithostatic, λ=ν/(1−ν)) hypothesis for horizontal stress and 'Гидростатика' the Heim hypothesis (σh = γH); it must NOT be read as vertical lithostatic stress. Interpretation only; ν and γ not stated in the f",sweep visual check EV-VN-S029-0058 (LABEL_ERROR),MINOR,QA-S-0726,PROPOSED,HIGH,mechanics_evidence_catalog.csv; MATHEMATICAL_MODEL_REGISTRY.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S029-0058 (LABEL_ERROR); QA ledger status UNRESOLVED
QA-C-S-048,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMB-0205,VKM-SRC-029,45,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,(as currently recorded in the target record(s); the check states no explicit old value),reproduced from Toksarov & Asanov [62]; primary source should be consulted for site/borehole data,sweep visual check EV-VN-S029-0060 (FIGURE_REPRODUCED_FROM_OTHER_SOURCE),MINOR,QA-S-0728,PROPOSED,HIGH,mechanics_evidence_catalog.csv; MATHEMATICAL_MODEL_REGISTRY.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S029-0060 (FIGURE_REPRODUCED_FROM_OTHER_SOURCE); QA ledger status CORRECTED
QA-C-S-049,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMB-0223,VKM-SRC-029,131,VISUAL_NOT_CHECKABLE,(as currently recorded in the target record(s); the check states no explicit old value),"no scale bar, no north arrow, no coordinates — orientation and distances not recoverable; mine attribution explicit (СКРУ-3), not SKRU-1",sweep visual check EV-VN-S029-0239 (VISUAL_NOT_CHECKABLE),MAJOR,QA-S-0750,PROPOSED,HIGH,mechanics_evidence_catalog.csv; MATHEMATICAL_MODEL_REGISTRY.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S029-0239 (VISUAL_NOT_CHECKABLE); QA ledger status UNRESOLVED
QA-C-S-050,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S030-0023,VKM-SRC-030,3,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),Well 158 depth ticks 2188/2196 precede 2004 — inconsistent sequence (probably 1988/1996 misprint). 'D1^fm' printed although Famennian is Upper Devonian (D3fm) — probable label error. Oil-field attribution of wells 57 and 158 not stated; they are not in Tables 1-2. Rendered 130 and 300 dpi.,sweep visual check EV-VN-S030-0023 (LABEL_ERROR),MAJOR,QA-S-0757,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S030-0023 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-051,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMB-0414,VKM-SRC-035,5,GRAPH_DIGITIZED,"EV-RMB-0414: η/H 0.005–0.035, L/H 1.4–2.2, H 200–400 м, example ≈0.018 and ≈0.016",existing reading confirmed; the guide-line depth correction procedure is newly described; values approximate,sweep visual check EV-VN-S035-0021 (GRAPH_DIGITIZED),MINOR,QA-S-0778,PROPOSED,MEDIUM,mechanics_evidence_catalog.csv; MATHEMATICAL_MODEL_REGISTRY.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S035-0021 (GRAPH_DIGITIZED); QA ledger status CORRECTED
QA-C-S-052,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0297,VKM-SRC-037,36,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),"Printed 2,31 m between axes of adjacent block drifts of width 5,3 m is geometrically impossible; likely misprint for 23,1 m. Recorded as printed; not corrected.",sweep visual check EV-VN-S037-0297 (LABEL_ERROR),MINOR,QA-S-0813,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0297 (LABEL_ERROR); QA ledger status CORRECTED
QA-C-S-053,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0382,VKM-SRC-037,50,NUMBER_CONFLICT,(as currently recorded in the target record(s); the check states no explicit old value),Printed component (750) exceeds printed panel total (450); likely misprint in source (possibly 200). Kept as printed.,sweep visual check EV-VN-S037-0382 (NUMBER_CONFLICT),MINOR,QA-S-0823,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0382 (NUMBER_CONFLICT); QA ledger status UNRESOLVED
QA-C-S-054,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0397,VKM-SRC-037,53,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),probable misprint of 550 as 5500 on left; kept both as printed,sweep visual check EV-VN-S037-0397 (LABEL_ERROR),MINOR,QA-S-0824,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0397 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-055,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0533,VKM-SRC-037,85,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),"OCR '8,31' is visually '2,31'; subscript X5 appears twice (probable misprint for X3)",sweep visual check EV-VN-S037-0533 (LABEL_ERROR),MINOR,QA-S-0842,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0533 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-056,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0813,VKM-SRC-037,145,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),misprint in the book; content belongs to Table 8.6,sweep visual check EV-VN-S037-0813 (LABEL_ERROR),MAJOR,QA-S-0862,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0813 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-057,SWEEP_VISUAL_CHECK,OLD_EV,EV-MIN-1338,VKM-SRC-037,166,UNIT_DOUBT,"2,2 кН/м3 [sic] (= 22 кН/м3)","Printed unit misprint confirmed; handwritten annotation is by a reader, not part of the publication",sweep visual check EV-VN-S037-0883 (UNIT_DOUBT),MINOR,QA-S-0868,PROPOSED,HIGH,mining_geometry_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S037-0883 (UNIT_DOUBT); QA ledger status CORRECTED
QA-C-S-058,SWEEP_VISUAL_CHECK,OLD_EV,EV-MIN-1345 EV-MIN-1346 EV-MIN-1347 EV-MIN-1348 EV-MIN-1349,VKM-SRC-037,167,UNIT_DOUBT,"21,5; 23; 19; 11,5 МПа",values confirmed; printed unit Па is misprint (MPa intended),sweep visual check EV-VN-S037-0897 (UNIT_DOUBT),MAJOR,QA-S-0871,PROPOSED,HIGH,mining_geometry_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S037-0897 (UNIT_DOUBT); QA ledger status RESOLVED
QA-C-S-059,SWEEP_VISUAL_CHECK,OLD_EV,EV-MIN-1356,VKM-SRC-037,168,LABEL_ERROR,≈10^-3.6…10^-2.6 %/сут при C 0.3–0.4,"misprinted tick (0,6 for 0,8); line identities LOW-MEDIUM confidence",sweep visual check EV-VN-S037-0903 (LABEL_ERROR),MINOR,QA-S-0872,PROPOSED,HIGH,mining_geometry_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S037-0903 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-060,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0917,VKM-SRC-037,169,EQUATION_ILLEGIBLE,(as currently recorded in the target record(s); the check states no explicit old value),printed notation ambiguous/misprinted; do not implement literally without cross-check against original method source [21]? (source not cited here),sweep visual check EV-VN-S037-0917 (EQUATION_ILLEGIBLE),MINOR,QA-S-0873,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0917 (EQUATION_ILLEGIBLE); QA ledger status UNRESOLVED
QA-C-S-061,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0927,VKM-SRC-037,170,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),"misprint; interpret as ΣS_i by analogy with (8.135) — ENGINEERING interpretation, not source fact",sweep visual check EV-VN-S037-0927 (LABEL_ERROR),MINOR,QA-S-0875,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0927 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-062,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0936,VKM-SRC-037,170,TABLE_FROM_IMAGE,(as currently recorded in the target record(s); the check states no explicit old value),"values transcribed visually; header «Итого» likely misprint for F(Z), F′(Z) (LABEL_ERROR)",sweep visual check EV-VN-S037-0936 (TABLE_FROM_IMAGE),MAJOR,QA-S-0876,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0936 (TABLE_FROM_IMAGE); QA ledger status RESOLVED
QA-C-S-063,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-0946,VKM-SRC-037,171,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),prime vs double prime inconsistency — misprint in first expression likely,sweep visual check EV-VN-S037-0946 (LABEL_ERROR),MINOR,QA-S-0877,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-0946 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-064,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S037-1198,VKM-SRC-037,218,OK_CONFIRMED,(as currently recorded in the target record(s); the check states no explicit old value),OCR dimension/mass values wrong; image values used,sweep visual check EV-VN-S037-1198 (OK_CONFIRMED),MINOR,QA-S-0901,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S037-1198 (OK_CONFIRMED); QA ledger status RESOLVED
QA-C-S-065,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S040-0225,VKM-SRC-040,104,UNCLEAR_MINE_ATTRIBUTION,(as currently recorded in the target record(s); the check states no explicit old value),"рисунок отнесен к стволу № 3 СКРУ-3, но источник [56] (с.154) = [→quote]» – касается БКПРУ-4 и СКРУ-2, не СКРУ-3; атрибуция ссылки сом",sweep visual check EV-VN-S040-0225 (UNCLEAR_MINE_ATTRIBUTION),MINOR,QA-S-0951,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S040-0225 (UNCLEAR_MINE_ATTRIBUTION); QA ledger status UNRESOLVED
