process_id,vn_id,kind,source_id,locator,pdf_page,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,role,notes,record_normalization
PC-48,EV-VN-S028-0108,parameter,VKM-SRC-028,VKM-SRC-028 p.137 (§2.3.7 Гидравлическое оборудование самоходного вагона),137,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"Only thermal number in this chunk region; it is an equipment-selection statement, not a measurement report. Air vs rock temperature not specified. Could serve as weak prior for mine-air thermal boundary condition. Rudnik scope assumed Uralkali (VKM) since the book is for Uralkali personnel; not SKRU",
PC-48,EV-VN-S023-0190,thermal,VKM-SRC-023,VKM-SRC-023 p.38 (rendered p.38; §2.4),38,FACT,DESCRIPTIVE,UNSTATED,FIELD,LOW,DOCX_TEXT,NOT_FOUND,SUPPORT,"Stated as operational requirement, not a measurement; no ref at sentence (paragraph [30] relates to digital technologies). Workings-air regime, NOT rock-mass temperature.",
PC-48,EV-VN-S011-0034,thermal,VKM-SRC-011,VKM-SRC-011 p.6 (§1.1),6,FACT,MEASURED,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Surface thermal BC; seasonal frost/snow relevant to levelling/InSAR seasonal signals. Observation period and station not stated.,
PC-49,EV-VN-S011-1740,process_mechanism,VKM-SRC-011,"VKM-SRC-011 p.104 (§3.3, p.207)",104,FACT,INTERPRETATION,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-49,EV-VN-S025-0848,rheology_law,VKM-SRC-025,"VKM-SRC-025 p.154 (§6.1, с.154, Рис. 6.3)",154,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,,
PC-49,EV-VN-S011-0726,thermal,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.77),39,FACT,MEASURED,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"+8 °C is CALCULATED_BY_AUTHOR; +9–10 and +7,5 measured.",
PC-50,EV-VN-S011-0726,thermal,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.77),39,FACT,MEASURED,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"+8 °C is CALCULATED_BY_AUTHOR; +9–10 and +7,5 measured.",
PC-50,EV-VN-S037-0337,thermal,VKM-SRC-037,"VKM-SRC-037 p.42 (§2.8, с.82)",42,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,KEY,"Visually confirmed at 160 dpi. Air temperature in workings (ventilated), NOT rock temperature; no depth/mine given.",
PC-51,EV-VN-S037-0511,thermal,VKM-SRC-037,VKM-SRC-037 p.80 (§5.1 (с.157–158)),80,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Cited Лужецкая Н.Д. (no reference number visible). Seasonal moisture cycle near intake shafts = thermal/hydro boundary condition of mine openings.,
PC-51,EV-VN-S037-0512,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.80 (§5.1 (с.158)),80,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,KEY,,
PC-51,EV-VN-S033-0006,thermal,VKM-SRC-033,VKM-SRC-033 p.1 (Введение),1,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,NOT_FOUND,SUPPORT,Единственное указание на сезонность в этом чанке; для 3D+time: сезонный фактор деградации целиков.,
PC-51,EV-VN-S014-0400,thermal,VKM-SRC-014,VKM-SRC-014 p.50 (Табл. 2.5),50,FACT,MEASURED,SKRU1,NOT_APPLICABLE,LOW,VISUAL_READ,EXACT,SUPPORT,Only indirect: ventilation flow; no temperatures.,
PC-51,EV-VN-S020-0199,thermal,VKM-SRC-020,VKM-SRC-020 p.57 (§1.9),57,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,FUZZY_70,SUPPORT,"С.51-58 — автоматизация транспорта, подъёма, калориферов, вентиляторов: skim (нерелевантно); здесь зафиксирован только факт подогрева воздуха.",
PC-52,EV-VN-S012-0198,thermal,VKM-SRC-012,VKM-SRC-012 p.41 (§2.1),41,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Seasonal frost relevant to benchmark stability/seasonal signal in levelling and InSAR.,
PC-52,EV-VN-S012-0197,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.41 (§2.1),41,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Benchmark type changes over time (rails -> pins) is relevant for observation-operator error model (older lines vs newer).,
PC-52,EV-VN-S003-0269,process_mechanism,VKM-SRC-003,VKM-SRC-003 p.74 (§3.5 p.74),74,FACT,INTERPRETATION,OTHER_VKM_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"Observation-operator term: seasonal thermal signal of structures, InSAR-specific (not in levelling). Area A adjoins BKPRU-1 salt dump/industrial site (p39, p52); provals over flooded BKPRU-1 field (context). Not SKRU-1.",
PC-52,EV-VN-S003-0270,thermal,VKM-SRC-003,VKM-SRC-003 p.74 (§3.5 p.74; Выводы гл.3 p.75),74,FACT,INTERPRETATION,OTHER_VKM_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,KEY,,
PC-52,EV-VN-S004-0065,process_mechanism,VKM-SRC-004,VKM-SRC-004 p.14 (p.14),14,FACT,INTERPRETATION,OTHER_VKM_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Observation operator: PS height (roof vs ground) matters; levelling benchmarks on ground/foundations do not see this term -> InSAR ≠ levelling. Magnitude 3-5 cm as printed (cumulative).,
PC-52,EV-VN-S004-0066,claim,VKM-SRC-004,VKM-SRC-004 p.14 (p.14),14,FACT,INTERPRETATION,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Snow cover -> structural winter gap in C-band/X-band InSAR at VKM.,
PC-52,EV-VN-S003-0107,monitoring_observation,VKM-SRC-003,VKM-SRC-003 p.31 (§2.1 (стр.31-32)),31,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_96,SUPPORT,,
PC-52,EV-VN-S017-0046,claim,VKM-SRC-017,VKM-SRC-017 p.7 (p.7),7,FACT,FIELD_OBSERVATION,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Observation-error model for hydrostatic operator: temperature-driven and maintenance-driven jumps (drying/refilling), freezing, vandalism -> outliers and step changes.",
PC-53,EV-VN-S011-0541,seismic,VKM-SRC-011,VKM-SRC-011 p.30 (текст с.59),30,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,Monitoring modality: microseismic/seismic network; threshold definition.,
PC-53,EV-VN-S023-0303,geophysics,VKM-SRC-023,"VKM-SRC-023 p.48 (Рис.24в (image26.png), rendered p.48)",48,DERIVATION,LITERATURE_CITED,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,SUPPORT,Digitized/re-georeferenced from [33]; classes visually confirmed; spatial pattern qualitative.,status FACT→DERIVATION (PRIMARY_SECONDARY-004)
PC-53,EV-VN-S012-0144,seismic,VKM-SRC-012,"VKM-SRC-012 p.32 (§1.4.2, [42])",32,FACT,LITERATURE_CITED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-53,EV-VN-S018-0024,seismic,VKM-SRC-018,"VKM-SRC-018 p.4 (p.4, [1])",4,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"No event list, dates, coordinates or magnitudes; induced vs tectonic events not separated.",
PC-53,EV-VN-S006-0120,process_mechanism,VKM-SRC-006,VKM-SRC-006 p.50 (§5.1),50,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"Relevant conceptually to VKM: collapse-type (провал) and technogenic (blasting, brine injection) seismic events are known classes at potash mines; this source gives no VKM data. Focal depth classes also given: normal 10–70 km, intermediate 70–300 km, deep >300 km (tectonic scale, irrelevant to mine ",
PC-54,EV-VN-S012-0146,monitoring_observation,VKM-SRC-012,"VKM-SRC-012 p.32 (§1.4.2, [42])",32,FACT,LITERATURE_CITED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-54,EV-VN-S012-0156,process_mechanism,VKM-SRC-012,"VKM-SRC-012 p.33 (§1.4.2, [42])",33,FACT,LITERATURE_CITED,SKRU2,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-54,EV-VN-S011-0568,claim,VKM-SRC-011,VKM-SRC-011 p.32 (текст с.62),32,FACT,FIELD_OBSERVATION,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,KEY SKRU-1 item: accelerated vs calculated subsidence (no magnitudes/dates here) — observation implies levelling-based comparison with normative calculation. Dates of SKRU-2 collapse not given in this chunk.,
PC-54,EV-VN-S025-1037,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.181 (§7.5),181,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-54,EV-VN-S038-0015,subsidence_method,VKM-SRC-038,VKM-SRC-038 p.2 (с. 241–242),2,FACT,MODEL_CHOICE,BKPRU1,CALIBRATED_EFFECTIVE_MODEL,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.,
PC-55,EV-VN-S014-0330,claim,VKM-SRC-014,VKM-SRC-014 p.26 (§1.5),26,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-55,EV-VN-S037-0185,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.17 (§1.2.2, выбросы на СКПРУ-1)",17,FACT,FIELD_OBSERVATION,SKRU1,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_83,SUPPORT,"Ограничивает выбор технологии в пласте В на СКРУ-1 (в дальнейших разделах — БВР для складчатых АБ и В на СКПРУ-1, EV-MIN-1308). Признак «треск» соли, насыщенной газами.",
PC-55,EV-VN-S026-0112,process_mechanism,VKM-SRC-026,"VKM-SRC-026 p.22 (§4.3, ссылка [9])",22,FACT,LITERATURE_CITED,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-55,EV-VN-S037-0508,monitoring_observation,VKM-SRC-037,VKM-SRC-037 p.80 (Табл. 5.1 (с.158–159)),80,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Visually read at 300 dpi (OCR lost most columns). SKRU-1 has a single sylvinite-seam GDP in 1987 (Кр-II, очистные). Carnallite-seam events are NOT in this table.",
PC-55,EV-VN-S037-0514,monitoring_observation,VKM-SRC-037,VKM-SRC-037 p.81 (Табл. 5.2 (с.160)),81,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,"Visually confirmed at 300 dpi. The single SKRU-1 sylvinite GDP (1987, Кр-II per Табл.5.1) was a roof collapse/combined type of 1092 t.",
PC-55,EV-VN-S037-0178,geophysics,VKM-SRC-037,"VKM-SRC-037 p.16 (Табл. 1.6, рудник СКПРУ-1)",16,FACT,MEASURED,SKRU1,LAB,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,"Таблица повернута на 90°; прочитана визуально при 250 dpi. Числитель — микровключённые, знаменатель — свободные. Даты/число проб не указаны.",
PC-55,EV-VN-S014-0850,process_mechanism,VKM-SRC-014,"VKM-SRC-014 p.118 (§4.2, Рис. 4.4)",118,FACT,NORMATIVE,SKRU1,DESIGN,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-56,EV-VN-S014-0840,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.116 (§4.2),116,FACT,DESCRIPTIVE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-56,EV-VN-S020-0205,claim,VKM-SRC-020,VKM-SRC-020 p.66 (§2),66,FACT,DESCRIPTIVE,SKRU1,FIELD,HIGH,TEXT_LAYER,FUZZY_73,SUPPORT,"КЛЮЧЕВОЕ для СКРУ-1: на СКРУ-1 применялась и буровзрывная выемка (особо сложные условия) — возможна иная геометрия камер (ширина 3-16 м по с.20, горловины), чем при комбайновой. Как и где именно — не указано.",
PC-56,EV-VN-S027-0008,process_mechanism,VKM-SRC-027,VKM-SRC-027 p.2 (§ введение),2,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Relevant for mines/periods with drill-blast mining (history of mining method matters for damage state of pillars/WPS).,
PC-56,EV-VN-S037-0824,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.150 (§8.2.3),150,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Link to chamber contour/damage is an interpretation of 'отрыв плит'; source only lists consequences for blasting quality.,
PC-56,EV-VN-S024-0427,process_mechanism,VKM-SRC-024,VKM-SRC-024 p.124 (Прил.1 §2.4.1),124,MODEL_CHOICE,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-57,EV-VN-S012-0178,seismic,VKM-SRC-012,VKM-SRC-012 p.35 (§1.4.3),35,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Seismic profiles are a candidate 3D data class (structure of ВЗТ); availability of actual sections unknown.,
PC-57,EV-VN-S012-0180,seismic,VKM-SRC-012,VKM-SRC-012 p.35 (§1.4.3 pp.35-36),35,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-57,EV-VN-S012-0182,seismic,VKM-SRC-012,VKM-SRC-012 p.36 (§1.4.3),36,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Four reflectors are natural horizon surfaces for a 3D geological model (salt mirror, КП roof, МГ, ППдКС lower pack roof).",
PC-57,EV-VN-S021-0056,seismic,VKM-SRC-021,VKM-SRC-021 p.3 (p.2-3 (ссылка [6]); этап 3 методики),3,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_71,SUPPORT,"Seismic data themselves not shown; only model outputs along 2D profiles (Fig.1б,в).",
PC-57,EV-VN-S011-0071,seismic,VKM-SRC-011,VKM-SRC-011 p.8 (§1.2; рис. 1.5),8,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Reflector nomenclature needed to ingest seismic structure maps into 3D world.,
PC-57,EV-VN-S012-0405,geophysics,VKM-SRC-012,VKM-SRC-012 p.70 (§3.3),70,FACT,DESCRIPTIVE,SOLIKAMSK_GROUP,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-57,EV-VN-S012-0466,geophysics,VKM-SRC-012,"VKM-SRC-012 p.83 (§3.5, Рис. 3.17)",83,INTERPOLATION,MODEL_CALIBRATED,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-57,EV-VN-S012-0295,claim,VKM-SRC-012,VKM-SRC-012 p.63 (§3.1 p.63),63,FACT,DESCRIPTIVE,SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Data gap: no seismic for SKRU-1–SKRU-2 pillar area in this work.,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-58,EV-VN-S015-0018,gpr,VKM-SRC-015,VKM-SRC-015 p.4 (§Методы; Рис. 1),4,FACT,MEASURED,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-58,EV-VN-S015-0039,gpr,VKM-SRC-015,"VKM-SRC-015 p.6 (Рис. 2 (а, б, в))",6,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,LOW,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,Values read by eye from 300-dpi render; ±0.5 m. Horizon labels: 'под.' = подошва (floor/base) of seam. Shows KrII working dipping gently (~2 m over 50 m) — do not compute dip. Mine unnamed.,
PC-58,EV-VN-S015-0048,gpr,VKM-SRC-015,VKM-SRC-015 p.8 (§Результаты),8,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-58,EV-VN-S040-0282,process_mechanism,VKM-SRC-040,VKM-SRC-040 p.120 (§4.2),120,FACT,INTERPRETATION,SKRU3,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-58,EV-VN-S040-0338,process_mechanism,VKM-SRC-040,VKM-SRC-040 p.135 (§4.5 (p135-136)),135,FACT,INTERPRETATION,SKRU3,FIELD,LOW,TEXT_LAYER,EXACT,SUPPORT,Relevant to 3D+time world: potential observation operator for pillar damage evolution (rheology/creep damage). Confounding: seam composition differs.,
PC-58,EV-VN-S041-0006,process_mechanism,VKM-SRC-041,VKM-SRC-041 p.2 (Введение),2,FACT,INTERPRETATION,VKM_REGIONAL,LAB,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-58,EV-VN-S040-0381,backfill,VKM-SRC-040,VKM-SRC-040 p.147 (Заключение п.4),147,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Implies superposed АБ over КрII workings with backfilled КрII chambers; no results published here.,
PC-58,EV-VN-S015-0034,monitoring_observation,VKM-SRC-015,VKM-SRC-015 p.6 (§Результаты опытно-методических работ),6,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,FUZZY_82,SUPPORT,Mine(s)/panels of the pilot works are not named anywhere in the paper; survey dates not stated. Note contradiction in text: p.1 abstract says 'капитальных' workings; p.6 says 'подготовительных' workings immediately after driving. [quote truncated to <=300 chars at post-hoc cleanup],
PC-59,EV-VN-S029-0006,process_mechanism,VKM-SRC-029,VKM-SRC-029 p.5 (Введение),5,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-59,EV-VN-S029-0180,process_mechanism,VKM-SRC-029,"VKM-SRC-029 p.104 (§3.2.4, Рис. 3.14 (p.105))",104,FACT,INTERPRETATION,GENERAL_METHOD,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_82,KEY,,
PC-59,EV-VN-S029-0226,stress_measurement,VKM-SRC-029,"VKM-SRC-029 p.128 (§5.1.1, Рис. 5.2 (станции № 1, 2))",128,FACT,MEASURED,BKPRU2,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_85,SUPPORT,"γH = 7.7 MPa is the author's estimate (DERIVATION), 8.5 MPa is measured tendency. λ = 0.6 is mean over measured points — per Ch.4 concl.6 minimum-component Kaiser estimates may be biased high.",
PC-59,EV-VN-S029-0240,stress_measurement,VKM-SRC-029,"VKM-SRC-029 p.132 (§5.1.2, Рис. 5.5 а (участок № 1))",132,FACT,MEASURED,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,No λ is stated for SKRU-3 by the author. Far-field vertical 6-8 MPa in the anomaly zone is at or below γH=7.5 MPa (author's value).,
PC-59,EV-VN-S025-0263,geophysics,VKM-SRC-025,VKM-SRC-025 p.48 (§2.8),48,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR,EXACT,SUPPORT,Vp as damage indicator; no absolute Vp values given here.,
PC-59,EV-VN-S025-0532,geophysics,VKM-SRC-025,"VKM-SRC-025 p.102 (§4.1 p.102, рис. 4.5)",102,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Lab-scale; relevant as a potential state/damage observable (not field seismic).,
PC-60,EV-VN-S012-0203,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.42 (§2.1),42,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_80,KEY,,
PC-60,EV-VN-S012-0200,engineering_rule,VKM-SRC-012,VKM-SRC-012 p.41 (§2.1 pp.41-42),41,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,SUPPORT,Defines irregular sampling of levelling time series (sampling is rate-dependent => informative sampling for forecasting).,
PC-60,EV-VN-S012-0197,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.41 (§2.1),41,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Benchmark type changes over time (rails -> pins) is relevant for observation-operator error model (older lines vs newer).,
PC-60,EV-VN-S011-2087,monitoring_observation,VKM-SRC-011,"VKM-SRC-011 p.130 (стр. 259; Рис. 4.6, 4.7б)",130,FACT,FIELD_OBSERVATION,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-60,EV-VN-S011-2097,monitoring_observation,VKM-SRC-011,VKM-SRC-011 p.131 (Рис. 4.7б),131,FACT,MEASURED,SKRU1,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,Consistent with EV-GEO-0181 (550/910/1000/1090); my 2007 read ≈1020 mm. Five epochs over 18 yr show continuing subsidence (no stabilization by 2010) — time dependence directly usable for 3D+time world.,
PC-60,EV-VN-S012-0240,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.51 (Рис. 2.8 (300 dpi)),51,FACT,MEASURED,SKRU1_SKRU2_PILLAR,NOT_APPLICABLE,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,Line observed since 1977 (p.34); the first plotted epoch 2000 is non-zero => cumulative from an earlier base epoch (not stated). Quarterly campaigns from 2017. This line is the calibration target for the author's FEM model.,scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17)
PC-60,EV-VN-S012-0279,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.57 (§2.4 p.57),57,FACT,FIELD_OBSERVATION,SKRU1_SKRU2_PILLAR,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Fig 2.8 shows epochs from 09.08.00 though; line founded 1977 (p.34). Surviving benchmark count limits spatial coverage.,scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17)
PC-60,EV-VN-S012-0208,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.43 (§2.2),43,FACT,FIELD_OBSERVATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Northern anchor benchmarks are on a barrier pillar, i.e. potentially not fully outside the influence zone — datum stability issue.",
PC-60,EV-VN-S024-0189,formula,VKM-SRC-024,"VKM-SRC-024 p.73 (формула (2), §6.3.1)",73,FACT,NORMATIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_77,SUPPORT,Text layer lost η symbol; visually confirmed at 200 dpi: 'η = H_{m-1} − H_m'.,
PC-61,EV-VN-S012-0204,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.42 (§2.1),42,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-61,EV-VN-S024-0195,formula,VKM-SRC-024,"VKM-SRC-024 p.74 (формула (6), p.74)",74,FACT,NORMATIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,In VNIMI instructions this is usually denoted ξ; symbol l_1 here is author's notation.,
PC-61,EV-VN-S024-0196,formula,VKM-SRC-024,"VKM-SRC-024 p.74 (формула (7), pp.74-75)",74,FACT,NORMATIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,,
PC-61,EV-VN-S011-0653,monitoring_observation,VKM-SRC-011,"VKM-SRC-011 p.35 (текст с.68-69; рис. 1.65, 1.66, 1.68)",35,FACT,MEASURED,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-61,EV-VN-S012-0217,monitoring_observation,VKM-SRC-012,"VKM-SRC-012 p.44 (§2.2, рис. 2.2-2.3)",44,FACT,MEASURED,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Values from smoothed data (сглаженные данные).,
PC-61,EV-VN-S012-0226,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.47 (Рис. 2.3),47,FACT,MEASURED,SKRU2,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,SUPPORT,Horizontal displacement sign convention not stated.,
PC-62,EV-VN-S012-0209,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.43 (§2.2 pp.43-44),43,FACT,FIELD_OBSERVATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-62,EV-VN-S012-0214,monitoring_observation,VKM-SRC-012,VKM-SRC-012 p.44 (§2.2),44,FACT,MEASURED,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-62,EV-VN-S009-0033,monitoring_observation,VKM-SRC-009,VKM-SRC-009 p.7 (Таблица 2 «Сравнение результатов полевых данных и результато),7,ANALOGUE,MEASURED,OTHER_POTASH_SITE,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Table visually confirmed at 250 dpi. Temporal supports differ (35 vs 13 d); InSAR values computed with ×cosθ (see formula record); comparison is not a validation of accuracy.,
PC-62,EV-VN-S006-0130,monitoring_observation,VKM-SRC-006,VKM-SRC-006 p.53 (§5.1 pp.53–54),53,FACT,LITERATURE_CITED,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_86_ADJ,SUPPORT,Requirement: antenna rigidly fixed to ground surface (monument stability) — relevant for any VKM GNSS benchmark design.,
PC-62,EV-VN-S023-0473,monitoring_observation,VKM-SRC-023,VKM-SRC-023 p.106 (rendered p.106; §4.3 para 6-8),106,MODEL_CHOICE,INTERPRETATION,SKRU1,NOT_APPLICABLE,HIGH,DOCX_TEXT,FUZZY_77,SUPPORT,No numeric periodicities or accuracies given.,
